timer                                                                        ms      calls
RELAX_MAYWRITE_NONPTR_FIELDS                                                  0          3
RELAX_ZERO_RETURN                                                             0          3
RELAX_NEGATIVE_RETURN                                                         0          3
RELAX_NEGATIVE_SINK                                                           0          3
RELAX_NULL_RETURN                                                             0         17
RELAX_NEW_ARRAY                                                               0          3
RELAX_DELETE_ARRAY                                                            0          3
RELAX_ITERATOR_RETURNS                                                        0          1
RELAX_ITERATOR_SINKS                                                          0          1
HBM_EQUALSORHASHCODE                                                          0          1
HBM_MAYSETID                                                                  0          1
RELAX_ORM_LOAD                                                                0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                         0          1
RELAX_JAVASCRIPT_THIS_PARAMETER                                               0          1
RELAX_NOTHING                                                                 0          3
DERIVE_PTR_ARITH                                                              0          3
DUMMY_DERIVER_PTR_ARITH                                                       0          1
RELAX_ASPNET_MVC_VERSION_HEADER                                               0          1
RELAX_DATAFLOW_PRIMITIVES                                                     0          3
RELAX_TAINT                                                                   0          3
RELAX_STRING_SIZE_RETURN                                                      0          3
RELAX_STRING_SIZE_SANITIZE                                                    0          3
RELAX_STRING_SIZE_SINK                                                        0          3
RELAX_STRING_SIZE_SINK_VARARG                                                 0          3
RELAX_STRING_NULL_ARGUMENT                                                    0          3
RELAX_STRING_NULL_RETURN                                                      0          3
RELAX_STRING_NULL_SINK                                                        0          3
RELAX_STRING_NULL_SINK_VARARG                                                 0          3
RELAX_STRING_OVERFLOW                                                         0          3
RELAX_USER_POINTER                                                            0          3
RELAX_CRYPTO_PRIMITIVES                                                       0          3
DERIVE_DYNAMIC_MAP_RW_MODELS                                                  0          1
RELAX_AUTHZ                                                                   0          1
RELAX_CSRF                                                                    0          1
RELAX_BAD_CERT_VERIFICATION                                                   0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                 0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                 0          1
RELAX_INSECURE_COMMUNICATION                                                  0          1
DUMMY_DERIVER_SECURITY                                                        0          3
RELAX_STACK_USE                                                               0          3
RELAX_PARAM_NAMES                                                             0          3
RELAX_BENIGN_CLOSURE                                                          0          1
RELAX_SIDE_EFFECT_FREE                                                        0          3
RELAX_ANDROID_PERMISSIONS                                                     0          1
DUMMY_DERIVER_STACK_USE                                                       0          1
RELAX_MAYWRITE                                                                0          3
RELAX_MAYWRITE_NONPTR_FIELDS_UNINIT                                           0          3
RELAX_READ                                                                    0          3
RELAX_MAYREAD_NONPTR_FIELDS                                                   0          3
RELAX_UNINIT_ALLOC                                                            0          3
DUMMY_DERIVER_UNINIT                                                          0          1
RELAX_UNCAUGHT_EXCEPT                                                         0          3
DUMMY_DERIVER_EXCEPTIONS                                                      0          1
CHECKED_RETURN_STAT                                                           0          3
CALL_SUPER_STAT                                                               0          1
ADDR_ARG_STAT                                                                 0          3
BAD_EQ_STAT                                                                   0          1
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                              0          1
NON_STATIC_GUARDING_STATIC_STAT                                               0          1
VOLATILE_ATOMICITY_STAT                                                       0          1
DTOR_EMPTINESS_STAT                                                           0          3
MOVE_ASSIGN_STAT                                                              0         17
BUILD_SINK_TYPE_GRAPH                                                         0          1
DERIVE_EL_BEAN_RW                                                             0          1
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                0          1
RELAX_CSRF_FILTERS                                                            0          1
FRAMEWORK_ANALYSIS_SPRING                                                     0          1
WEBFORMS_DOM                                                                  0          1
RAZOR_SECTIONS                                                                0          1
BUILD_STRING_GRAPH                                                            0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                             0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                            0          1
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                        0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                            0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH           0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                           0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                             0          1
__UNSAFE_DESERIALIZATION_BUDA_STATICS                                         0          1
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS                                             0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS                                          0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                             0          1
__XML_EXTERNAL_ENTITY_BUDA_STATICS                                            0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                        0          1
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION_pass2                        0          1
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION_pass1                        0          1
__INSECURE_RANDOM_BUDA_STATICS                                                0          1
__OPEN_REDIRECT_BUDA_STATICS                                                  0          1
__OS_CMD_INJECTION_BUDA_STATICS                                               0          1
__PATH_MANIPULATION_BUDA_STATICS                                              0          1
__RISKY_CRYPTO_BUDA_STATICS                                                   0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                            0          1
__SQLI_BUDA_STATICS                                                           0          1
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS                                     0          1
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                        0          1
__URL_MANIPULATION_BUDA_STATICS                                               0          1
__INSUFFICIENT_LOGGING_BUDA_STATICS                                           0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                               0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                      0          1
AUTHZ_STAT                                                                    0          1
CSRF_STAT                                                                     0          1
PREDICTABLE_RANDOM_SEED                                                       0          1
MISSING_PERMISSION_ON_EXPORTED_COMPONENT                                      0          1
EL_INJECTION                                                                  0          1
DATAFLOW_INJECTION                                                            0          1
__HEADER_INJECTION_STATICS                                                    0          1
JAVA_CODE_INJECTION                                                           0          1
JCR_INJECTION                                                                 0          1
JSP_DYNAMIC_INCLUDE                                                           0          1
JSP_SQL_INJECTION                                                             0          1
LDAP_INJECTION                                                                0          1
__NOSQL_QUERY_INJECTION_STATICS                                               0          1
OGNL_INJECTION                                                                0          1
__REGEX_INJECTION_STATICS                                                     0          1
__SCRIPT_CODE_INJECTION_STATICS                                               0          1
SESSION_FIXATION                                                              0          1
TRUST_BOUNDARY_VIOLATION                                                      0          1
UNKNOWN_LANGUAGE_INJECTION                                                    0          1
UNRESTRICTED_DISPATCH                                                         0          1
__UNSAFE_DESERIALIZATION_STATICS                                              0          1
UNSAFE_JNI                                                                    0          1
UNSAFE_NAMED_QUERY                                                            0          1
__XPATH_INJECTION_STATICS                                                     0          1
__UNSAFE_REFLECTION_STATICS                                                   0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                  0          1
__INSECURE_RANDOM_STRING_GRAPH                                                0          1
__OS_CMD_INJECTION_STRING_GRAPH                                               0          1
__PATH_MANIPULATION_STRING_GRAPH                                              0          1
__URL_MANIPULATION_STRING_GRAPH                                               0          1
URL_MANIPULATION                                                              0          3
__SENSITIVE_DATA_LEAK_STRING_GRAPH                                            0          1
__SQLI_STRING_GRAPH                                                           0          1
__TAINT_ASSERT_STRING_GRAPH                                                   0          1
__UNENCRYPTED_SENSITIVE_DATA_STRING_GRAPH                                     0          1
WEAK_GUARD_DATAFLOW_INJECTION                                                 0          1
__WEAK_GUARD_STRING_GRAPH                                                     0          1
__WEAK_PASSWORD_HASH_STRING_GRAPH                                             0          1
__XML_EXTERNAL_ENTITY_STRING_GRAPH                                            0          1
ANDROID_CAPABILITY_LEAK                                                       0          1
__CSRF_JAVA_CSHARP_pass2                                                      0          1
__CSRF_JAVA_CSHARP_pass1                                                      0          1
__HARDCODED_CREDENTIALS_STRING_GRAPH                                          0          1
__OPEN_REDIRECT_STRING_GRAPH                                                  0          1
__MOBILE_ID_MISUSE_STRING_GRAPH                                               0          1
UNLOGGED_SECURITY_EXCEPTION_pass2                                             0          1
UNLOGGED_SECURITY_EXCEPTION_pass1                                             0          1
UNRESTRICTED_ACCESS_TO_FILE_STRING_GRAPH                                      0          1
__XSS_STRING_GRAPH                                                            0          1
DATAFLOW_CALLGRAPH_CHECKER                                                    0          1
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                        0          1
__REGEX_INJECTION_BUDA                                                        0          1
__HEADER_INJECTION_JS                                                         0          1
COOKIE_INJECTION                                                              0          1
__PATH_MANIPULATION_BUDA_JS                                                   0          1
__PATH_MANIPULATION_BUDA_NONJS                                                0          1
__OS_CMD_INJECTION_BUDA                                                       0          1
__SCRIPT_CODE_INJECTION_BUDA_JS                                               0          1
__SCRIPT_CODE_INJECTION_BUDA_NONJS                                            0          1
__NOSQL_QUERY_INJECTION_BUDA                                                  0          1
DOM_XSS                                                                       0          1
LOCALSTORAGE_MANIPULATION                                                     0          1
SESSIONSTORAGE_MANIPULATION                                                   0          1
__URL_MANIPULATION_BUDA_DYNAMICS                                              0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                     0          1
CSS_INJECTION                                                                 0          1
__XSS_BUDA                                                                    0          1
ANGULAR_EXPRESSION_INJECTION                                                  0          1
__UNSAFE_DESERIALIZATION_BUDA                                                 0          1
SYMFONY_EL_INJECTION                                                          0          1
__TEMPLATE_INJECTION_BUDA_DYNAMICS_JSON                                       0          1
__PATH_MANIPULATION_BUDA_STATICS_BUDA_CALLGRAPH                               0          1
__SCRIPT_CODE_INJECTION_CLIENT_BUDA_STATICS                                   0          1
__XPATH_INJECTION_BUDA_STATICS                                                0          1
__REGEX_INJECTION_BUDA_STATICS                                                0          1
__HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                         0          1
__HEADER_INJECTION_BUDA                                                       0          1
__OPEN_REDIRECT_BUDA_DYNAMICS                                                 0          1
UNCHECKED_ORIGIN                                                              0          1
UNRESTRICTED_MESSAGE_TARGET                                                   0          1
__SQLI_BUDA_DYNAMICS                                                          0          1
MISSING_IFRAME_SANDBOX                                                        0          1
__SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                           0          1
__CSRF_BUDA                                                                   0          1
__RISKY_CRYPTO_BUDA                                                           0          1
__INSECURE_RANDOM_BUDA_DYNAMICS                                               0          1
__INSECURE_SALT_BUDA                                                          0          1
__INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                          0          1
__MISSING_AUTHZ_BUDA_STATS                                                    0          1
__UNSAFE_REFLECTION_BUDA                                                      0          1
__XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                           0          1
__MISSING_AUTHZ_BUDA                                                          0          1
PW_INFRASTRUCTURE                                                             3        168
BAD_OVERRIDE                                                                  0         14
MISSING_MOVE_ASSIGNMENT                                                       0         14
CONFIG.MISSING_CUSTOM_ERROR_PAGE                                              0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                          0          1
CONFIG.SPRING_SECURITY_SESSION_FIXATION                                       0          1
CONFIG.SPRING_SECURITY_REMEMBER_ME_HARDCODED_KEY                              0          1
CONFIG.STRUTS2_CONFIG_BROWSER_PLUGIN                                          0          1
CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                          0          1
CONFIG.ATS_INSECURE                                                           0          1
CONFIG.SYMFONY_CSRF_PROTECTION_DISABLED                                       0          1
ANDROID_DEBUG_MODE                                                            0          1
CONFIG.COOKIES_MISSING_HTTPONLY                                               0          1
CONFIG.DEAD_AUTHORIZATION_RULE                                                0          1
__CONFIG.ENABLED_DEBUG_MODE_DOTNET                                            0          1
CONFIG.ENABLED_TRACE_MODE                                                     0          1
CONFIG.ASP_VIEWSTATE_MAC                                                      0          1
CONFIG.ASPNET_VERSION_HEADER                                                  0          1
CONFIG.DUPLICATE_SERVLET_DEFINITION                                           0          1
CONFIG.DWR_DEBUG_MODE                                                         0          1
CONFIG.DYNAMIC_DATA_HTML_COMMENT                                              0          1
CONFIG.JAVAEE_MISSING_HTTPONLY                                                0          1
__CONFIG.SPRING_SECURITY_DEBUG_MODE_JAVA                                      0          1
CONFIG.SPRING_SECURITY_HARDCODED_CREDENTIALS                                  0          1
CONFIG.STRUTS2_DYNAMIC_METHOD_INVOCATION                                      0          1
CONFIG.STRUTS2_ENABLED_DEV_MODE                                               0          1
CONFIG.CONNECTION_STRING_PASSWORD                                             0          1
CONFIG.HTTP_VERB_TAMPERING                                                    0          1
UNCAUGHT_EXCEPT                                                               0          3
PW.*.DEFAULT                                                                  0          1
PW.*                                                                          0          3
RW.*                                                                          0          3
__PARSE_ERROR                                                                 0          3
INSECURE_COMMUNICATION                                                        0          1
BAD_CERT_VERIFICATION                                                         0          1
WEAK_PASSWORD_HASH                                                            0          1
HARDCODED_CREDENTIALS                                                         0          1
WEAK_GUARD                                                                    0          1
XSS                                                                           0          1
SQLI                                                                          0          3
PATH_MANIPULATION                                                             0          3
OPEN_REDIRECT                                                                 0          1
OS_CMD_INJECTION                                                              0          3
UNENCRYPTED_SENSITIVE_DATA                                                    0          1
CSRF                                                                          0          1
HEADER_INJECTION                                                              0          3
REGEX_INJECTION                                                               0          1
NOSQL_QUERY_INJECTION                                                         0          1
SCRIPT_CODE_INJECTION                                                         0          1
SENSITIVE_DATA_LEAK                                                           0          3
RISKY_CRYPTO                                                                  0          1
TAINT_ASSERT                                                                  0          1
UNRESTRICTED_ACCESS_TO_FILE                                                   0          1
TEMPLATE_INJECTION                                                            0          1
MISSING_AUTHZ                                                                 0          1
UNSAFE_DESERIALIZATION                                                        0          1
UNSAFE_REFLECTION                                                             0          1
INSECURE_RANDOM                                                               0          1
INSECURE_SALT                                                                 0          1
XPATH_INJECTION                                                               0          3
INSUFFICIENT_LOGGING                                                          0          1
XML_EXTERNAL_ENTITY                                                           0          1
TAINTED_ENVIRONMENT_WITH_EXECUTION                                            0          1
PARSE_ERROR                                                                   0          3
MOBILE_ID_MISUSE                                                              0          1
REVERSE_TABNABBING                                                            0          1
CONFIG.UNSAFE_SESSION_TIMEOUT                                                 0          1
CORS_MISCONFIGURATION                                                         0          1
CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER                                       0          1
CONFIG.ENABLED_DEBUG_MODE                                                     0          1
CONFIG.SPRING_SECURITY_DEBUG_MODE                                             0          1
BUILD_STRING_GRAPH_JSP                                                        0          1
BUILD_STRING_GRAPH_MODELS                                                     0          1
STRING_GRAPH_DYNAMIC_MAP                                                      0          1
parseBuiltinCheckers                                                        127          1
sequential initialization                                                    56          1
Computing links for translation units                                         2          1
xfer symbol cache                                                             0          1
Computing virtual overrides for structural subtyping                          0          1
Computing virtual overrides                                                   0          1
Computing callgraph                                                           0          1
Topologically sorting functions                                               0          1
Computing node costs                                                          0          1
Analysis run                                                                525          1
loadFromEmit                                                                 13         42
